date,tech price,is tech price up,non-tech price,is non-tech price up
98,51,False,23,False
99,50,False,22,False
100,49,False,21,False
101,50,True,20,False
102,51,True,19,False
103,50,False,18,False
104,49,False,17,False
105,50,True,16,False
106,49,False,15,False
107,48,False,14,False
108,49,True,13,False
109,48,False,12,False
110,49,True,11,False
111,48,False,10,False
112,49,True,9,False
113,50,True,8,False
114,49,False,7,False
115,50,True,6,False
116,51,True,5,False
117,52,True,6,True
118,53,True,5,False
119,52,False,4,False
120,51,False,3,False
121,50,False,2,False
122,51,True,1,False
123,50,False,0,False
124,49,False,-1,False
125,48,False,-2,False
126,47,False,-3,False
127,46,False,-2,True
128,45,False,-3,False
129,44,False,-4,False
130,43,False,-5,False
131,42,False,-6,False
132,41,False,-7,False
133,40,False,-6,True
134,39,False,-7,False
135,38,False,-8,False
136,37,False,-9,False
137,38,True,-10,False
138,37,False,-11,False
139,36,False,-12,False
140,35,False,-13,False
141,36,True,-14,False
142,35,False,-15,False
143,34,False,-16,False
144,33,False,-17,False
145,32,False,-18,False
146,31,False,-17,True
147,32,True,-18,False
148,31,False,-19,False
149,30,False,-20,False
150,29,False,-21,False
151,28,False,-22,False
152,27,False,-23,False
153,28,True,-24,False
154,27,False,-25,False
155,26,False,-26,False
156,25,False,-27,False
157,24,False,-28,False
158,25,True,-29,False
159,24,False,-30,False
160,23,False,-31,False
161,22,False,-32,False
162,23,True,-33,False
163,24,True,-34,False
164,23,False,-35,False
165,24,True,-36,False
166,23,False,-37,False
167,22,False,-38,False
168,21,False,-39,False
169,22,True,-40,False
170,21,False,-41,False
171,20,False,-42,False
172,21,True,-41,True
173,20,False,-42,False
174,19,False,-43,False
175,20,True,-44,False
176,21,True,-45,False
177,22,True,-46,False
178,23,True,-47,False
179,22,False,-48,False
180,21,False,-47,True
181,22,True,-48,False
182,21,False,-47,True
183,22,True,-48,False
184,23,True,-49,False
185,22,False,-50,False
186,21,False,-51,False
187,22,True,-52,False
188,23,True,-53,False
189,22,False,-54,False
190,23,True,-55,False
191,24,True,-56,False
192,25,True,-57,False
193,26,True,-58,False
194,25,False,-59,False
195,24,False,-60,False
196,23,False,-61,False
197,24,True,-62,False
198,23,False,-63,False
199,22,False,-64,False
200,21,False,-65,False
201,22,True,-66,False
202,21,False,-67,False
203,22,True,-68,False
204,23,True,-69,False
205,22,False,-70,False
206,23,True,-71,False
207,24,True,-72,False
208,25,True,-73,False
209,26,True,-74,False
210,25,False,-75,False
211,24,False,-76,False
212,23,False,-77,False
213,24,True,-76,True
214,25,True,-77,False
215,24,False,-78,False
216,23,False,-77,True
217,22,False,-78,False
218,23,True,-79,False
219,22,False,-78,True
220,21,False,-79,False
221,20,False,-80,False
222,19,False,-81,False
223,18,False,-82,False
224,17,False,-83,False
225,16,False,-82,True
226,15,False,-83,False
227,14,False,-84,False
228,13,False,-85,False
229,12,False,-86,False
230,11,False,-87,False
231,12,True,-88,False
232,11,False,-89,False
233,10,False,-90,False
234,9,False,-91,False
235,8,False,-92,False
236,7,False,-93,False
237,6,False,-94,False
238,7,True,-95,False
239,6,False,-96,False
240,7,True,-97,False
241,6,False,-98,False
242,5,False,-99,False
243,4,False,-100,False
244,5,True,-99,True
245,4,False,-98,True
246,3,False,-99,False
247,4,True,-100,False
248,5,True,-101,False
249,6,True,-102,False
250,5,False,-103,False
251,4,False,-104,False
252,3,False,-105,False
253,4,True,-106,False
254,3,False,-107,False
255,4,True,-108,False
256,5,True,-109,False
257,6,True,-110,False
258,5,False,-111,False
259,6,True,-112,False
260,5,False,-113,False
261,4,False,-114,False
262,3,False,-113,True
263,2,False,-114,False
264,1,False,-115,False
265,0,False,-116,False
266,-1,False,-117,False
267,-2,False,-118,False
268,-1,True,-119,False
269,-2,False,-120,False
270,-1,True,-119,True
271,-2,False,-120,False
272,-3,False,-121,False
273,-4,False,-122,False
274,-3,True,-123,False
275,-2,True,-122,True
276,-3,False,-123,False
277,-4,False,-124,False
278,-5,False,-125,False
279,-4,True,-126,False
280,-5,False,-127,False
281,-4,True,-128,False
282,-5,False,-129,False
283,-4,True,-130,False
284,-5,False,-131,False
285,-6,False,-132,False
286,-7,False,-133,False
287,-8,False,-134,False
288,-9,False,-135,False
289,-8,True,-136,False
290,-9,False,-137,False
291,-10,False,-138,False
292,-11,False,-139,False
293,-10,True,-140,False
294,-11,False,-141,False
295,-12,False,-142,False
296,-13,False,-143,False
297,-12,True,-144,False
298,-13,False,-145,False
299,-14,False,-146,False
300,-13,True,-147,False
301,-14,False,-148,False
302,-13,True,-149,False
303,-14,False,-150,False
304,-15,False,-151,False
305,-16,False,-152,False
306,-17,False,-153,False
307,-18,False,-154,False
308,-17,True,-153,True
309,-16,True,-152,True
310,-15,True,-153,False
311,-16,False,-154,False
312,-17,False,-155,False
313,-18,False,-156,False
314,-17,True,-157,False
315,-16,True,-158,False
316,-15,True,-159,False
317,-16,False,-160,False
318,-17,False,-161,False
319,-18,False,-160,True
320,-17,True,-161,False
321,-18,False,-162,False
322,-19,False,-163,False
323,-20,False,-164,False
324,-19,True,-165,False
325,-18,True,-166,False
326,-19,False,-167,False
327,-18,True,-168,False
328,-19,False,-167,True
329,-18,True,-168,False
330,-17,True,-169,False
331,-18,False,-170,False
332,-17,True,-171,False
333,-16,True,-172,False
334,-15,True,-173,False
335,-16,False,-174,False
336,-17,False,-175,False
337,-18,False,-176,False
338,-17,True,-177,False
339,-18,False,-176,True
340,-17,True,-177,False
341,-18,False,-178,False
342,-19,False,-179,False
343,-18,True,-180,False
344,-19,False,-181,False
345,-20,False,-182,False
346,-21,False,-183,False
347,-22,False,-184,False
348,-23,False,-185,False
349,-22,True,-186,False
350,-21,True,-185,True
351,-22,False,-186,False
352,-23,False,-187,False
353,-22,True,-188,False
354,-21,True,-189,False
355,-22,False,-190,False
356,-23,False,-191,False
357,-24,False,-192,False
358,-25,False,-193,False
359,-26,False,-194,False
360,-27,False,-195,False
361,-26,True,-196,False
362,-27,False,-197,False
363,-26,True,-198,False
364,-25,True,-199,False
365,-24,True,-200,False
366,-23,True,-201,False
367,-24,False,-202,False
368,-25,False,-203,False
369,-24,True,-204,False
370,-23,True,-205,False
371,-22,True,-206,False
372,-21,True,-207,False
373,-22,False,-208,False
374,-21,True,-209,False
375,-22,False,-210,False
376,-23,False,-211,False
377,-24,False,-212,False
378,-23,True,-213,False
379,-24,False,-214,False
380,-23,True,-215,False
381,-24,False,-216,False
382,-25,False,-217,False
383,-26,False,-218,False
384,-25,True,-219,False
385,-24,True,-220,False
386,-25,False,-221,False
387,-24,True,-222,False
388,-25,False,-223,False
389,-26,False,-224,False
390,-25,True,-225,False
391,-26,False,-226,False
392,-27,False,-227,False
393,-28,False,-228,False
394,-27,True,-229,False
395,-28,False,-228,True
396,-29,False,-229,False
397,-28,True,-230,False
398,-29,False,-231,False
399,-30,False,-232,False
400,-29,True,-233,False
401,-30,False,-234,False
402,-29,True,-233,True
403,-30,False,-234,False
404,-31,False,-235,False
405,-32,False,-236,False
406,-31,True,-237,False
407,-32,False,-238,False
408,-33,False,-239,False
409,-34,False,-240,False
410,-33,True,-241,False
411,-32,True,-242,False
412,-33,False,-243,False
413,-34,False,-242,True
414,-33,True,-243,False
415,-34,False,-242,True
416,-35,False,-243,False
417,-36,False,-244,False
418,-37,False,-245,False
419,-38,False,-246,False
420,-37,True,-247,False
421,-38,False,-246,True
422,-39,False,-247,False
423,-40,False,-248,False
424,-39,True,-249,False
425,-40,False,-250,False
426,-41,False,-251,False
427,-40,True,-252,False
428,-41,False,-251,True
429,-42,False,-252,False
430,-43,False,-253,False
431,-44,False,-254,False
432,-45,False,-255,False
433,-44,True,-256,False
434,-45,False,-257,False
435,-46,False,-256,True
436,-45,True,-257,False
437,-44,True,-256,True
438,-45,False,-257,False
439,-46,False,-258,False
440,-47,False,-259,False
441,-46,True,-260,False
442,-47,False,-261,False
443,-46,True,-262,False
444,-47,False,-263,False
445,-48,False,-264,False
446,-49,False,-265,False
447,-48,True,-266,False
448,-47,True,-267,False
449,-48,False,-268,False
450,-47,True,-269,False
451,-48,False,-270,False
452,-49,False,-271,False
453,-50,False,-272,False
454,-51,False,-273,False
455,-50,True,-274,False
456,-49,True,-273,True
457,-48,True,-274,False
458,-49,False,-275,False
459,-50,False,-276,False
460,-49,True,-277,False
461,-48,True,-278,False
462,-49,False,-279,False
463,-50,False,-280,False
464,-51,False,-281,False
465,-52,False,-282,False
466,-53,False,-283,False
467,-52,True,-284,False
468,-53,False,-285,False
469,-54,False,-286,False
470,-53,True,-287,False
471,-52,True,-286,True
472,-53,False,-287,False
473,-52,True,-288,False
474,-53,False,-289,False
475,-54,False,-290,False
476,-55,False,-291,False
477,-56,False,-292,False
478,-57,False,-293,False
479,-58,False,-292,True
480,-59,False,-293,False
481,-60,False,-294,False
482,-61,False,-295,False
483,-62,False,-296,False
484,-63,False,-297,False
485,-62,True,-298,False
486,-61,True,-299,False
487,-62,False,-300,False
488,-61,True,-301,False
489,-62,False,-302,False
490,-63,False,-303,False
491,-64,False,-304,False
492,-65,False,-305,False
493,-64,True,-306,False
494,-63,True,-307,False
495,-64,False,-308,False
496,-63,True,-309,False
497,-62,True,-310,False
498,-63,False,-311,False
499,-64,False,-312,False
500,-65,False,-313,False
501,-66,False,-314,False
502,-67,False,-315,False
503,-68,False,-316,False
504,-69,False,-317,False
505,-68,True,-318,False
506,-69,False,-319,False
507,-70,False,-320,False
508,-71,False,-321,False
509,-72,False,-322,False
510,-73,False,-321,True
511,-74,False,-322,False
512,-73,True,-323,False
513,-72,True,-322,True
514,-73,False,-323,False
515,-72,True,-324,False
516,-73,False,-325,False
517,-74,False,-326,False
518,-73,True,-327,False
519,-74,False,-328,False
520,-73,True,-329,False
521,-72,True,-330,False
522,-73,False,-331,False
523,-74,False,-332,False
524,-75,False,-333,False
525,-76,False,-334,False
526,-77,False,-335,False
527,-78,False,-336,False
528,-79,False,-337,False
529,-78,True,-338,False
530,-79,False,-339,False
531,-78,True,-340,False
532,-77,True,-341,False
533,-76,True,-342,False
534,-77,False,-343,False
535,-78,False,-344,False
536,-77,True,-345,False
537,-76,True,-346,False
538,-75,True,-347,False
539,-76,False,-348,False
540,-77,False,-349,False
541,-76,True,-350,False
542,-77,False,-351,False
543,-78,False,-352,False
544,-79,False,-353,False
545,-80,False,-354,False
546,-81,False,-355,False
547,-80,True,-356,False
548,-79,True,-357,False
549,-80,False,-358,False
550,-79,True,-359,False
551,-80,False,-360,False
552,-79,True,-361,False
553,-80,False,-362,False
554,-81,False,-363,False
555,-82,False,-364,False
556,-83,False,-365,False
557,-84,False,-366,False
558,-85,False,-367,False
559,-86,False,-368,False
560,-87,False,-369,False
561,-86,True,-370,False
562,-87,False,-371,False
563,-88,False,-372,False
564,-89,False,-373,False
565,-88,True,-374,False
566,-89,False,-375,False
567,-90,False,-376,False
568,-91,False,-377,False
569,-92,False,-378,False
570,-93,False,-379,False
571,-94,False,-380,False
572,-95,False,-381,False
573,-96,False,-382,False
574,-95,True,-383,False
575,-96,False,-384,False
576,-97,False,-383,True
577,-98,False,-384,False
578,-99,False,-385,False
579,-98,True,-386,False
580,-99,False,-387,False
581,-100,False,-388,False
582,-101,False,-389,False
583,-102,False,-390,False
584,-103,False,-391,False
585,-104,False,-392,False
586,-105,False,-393,False
587,-104,True,-392,True
588,-105,False,-393,False
589,-106,False,-394,False
590,-105,True,-395,False
591,-104,True,-396,False
592,-105,False,-397,False
593,-106,False,-398,False
594,-107,False,-397,True
595,-108,False,-398,False
596,-107,True,-399,False
597,-108,False,-400,False
598,-109,False,-401,False
599,-108,True,-402,False
600,-109,False,-403,False
601,-110,False,-404,False
602,-111,False,-405,False
603,-110,True,-406,False
604,-111,False,-407,False
605,-112,False,-408,False
606,-113,False,-409,False
607,-114,False,-410,False
608,-115,False,-411,False
609,-116,False,-412,False
610,-117,False,-413,False
611,-118,False,-412,True
612,-117,True,-413,False
613,-118,False,-414,False
614,-119,False,-415,False
615,-120,False,-416,False
616,-121,False,-417,False
617,-120,True,-418,False
618,-121,False,-419,False
619,-122,False,-420,False
620,-123,False,-421,False
621,-124,False,-422,False
622,-123,True,-423,False
623,-124,False,-424,False
624,-125,False,-425,False
625,-124,True,-426,False
626,-125,False,-427,False
627,-126,False,-428,False
628,-125,True,-429,False
629,-126,False,-430,False
630,-125,True,-431,False
631,-126,False,-432,False
632,-125,True,-433,False
633,-126,False,-434,False
634,-127,False,-435,False
635,-128,False,-436,False
636,-129,False,-437,False
637,-130,False,-438,False
638,-129,True,-439,False
639,-128,True,-440,False
640,-129,False,-441,False
641,-130,False,-440,True
642,-129,True,-441,False
643,-128,True,-442,False
644,-127,True,-443,False
645,-128,False,-444,False
646,-127,True,-445,False
647,-128,False,-446,False
648,-129,False,-447,False
649,-130,False,-448,False
650,-131,False,-449,False
651,-130,True,-450,False
652,-131,False,-451,False
653,-130,True,-452,False
654,-131,False,-453,False
655,-130,True,-454,False
656,-131,False,-455,False
657,-130,True,-456,False
658,-131,False,-457,False
659,-130,True,-458,False
660,-129,True,-459,False
661,-130,False,-460,False
662,-131,False,-461,False
663,-132,False,-462,False
664,-131,True,-463,False
665,-130,True,-464,False
666,-129,True,-465,False
667,-130,False,-466,False
668,-131,False,-467,False
669,-132,False,-468,False
670,-133,False,-469,False
671,-132,True,-470,False
672,-131,True,-471,False
673,-130,True,-472,False
674,-131,False,-473,False
675,-132,False,-474,False
676,-133,False,-475,False
677,-132,True,-476,False
678,-133,False,-477,False
679,-134,False,-476,True
680,-135,False,-477,False
681,-136,False,-478,False
682,-137,False,-479,False
683,-138,False,-480,False
684,-137,True,-481,False
685,-136,True,-482,False
686,-135,True,-483,False
687,-134,True,-484,False
688,-135,False,-485,False
689,-136,False,-486,False
690,-135,True,-487,False
691,-136,False,-488,False
692,-137,False,-489,False
693,-136,True,-490,False
694,-135,True,-491,False
695,-136,False,-492,False
696,-137,False,-493,False
697,-136,True,-494,False
698,-135,True,-495,False
699,-136,False,-496,False
700,-137,False,-497,False
701,-138,False,-498,False
702,-139,False,-499,False
703,-140,False,-500,False
704,-139,True,-501,False
705,-138,True,-502,False
706,-139,False,-503,False
707,-138,True,-504,False
708,-139,False,-505,False
709,-140,False,-506,False
710,-141,False,-507,False
711,-142,False,-508,False
712,-143,False,-509,False
713,-144,False,-510,False
714,-143,True,-511,False
715,-142,True,-512,False
716,-143,False,-513,False
717,-144,False,-514,False
718,-143,True,-515,False
719,-142,True,-516,False
720,-141,True,-517,False
721,-142,False,-518,False
722,-143,False,-517,True
723,-144,False,-518,False
724,-143,True,-517,True
725,-144,False,-518,False
726,-145,False,-519,False
727,-146,False,-520,False
728,-147,False,-521,False
729,-148,False,-520,True
730,-149,False,-521,False
731,-150,False,-522,False
732,-151,False,-523,False
733,-152,False,-524,False
734,-153,False,-525,False
735,-154,False,-526,False
736,-155,False,-527,False
737,-156,False,-528,False
738,-155,True,-529,False
739,-156,False,-528,True
740,-157,False,-529,False
741,-156,True,-528,True
742,-157,False,-529,False
743,-158,False,-530,False
744,-159,False,-531,False
745,-160,False,-532,False
746,-161,False,-533,False
747,-162,False,-534,False
748,-163,False,-535,False
749,-164,False,-536,False
750,-165,False,-537,False
751,-164,True,-538,False
752,-165,False,-539,False
753,-166,False,-540,False
754,-165,True,-541,False
755,-166,False,-542,False
756,-165,True,-541,True
757,-166,False,-542,False
758,-167,False,-543,False
759,-166,True,-544,False
760,-165,True,-545,False
761,-164,True,-546,False
762,-163,True,-547,False
763,-164,False,-546,True
764,-163,True,-547,False
765,-164,False,-548,False
766,-165,False,-547,True
767,-166,False,-548,False
768,-165,True,-549,False
769,-166,False,-550,False
770,-165,True,-551,False
771,-166,False,-552,False
772,-167,False,-553,False
773,-168,False,-554,False
774,-169,False,-555,False
775,-170,False,-556,False
776,-171,False,-557,False
777,-172,False,-558,False
778,-173,False,-559,False
779,-174,False,-560,False
780,-175,False,-561,False
781,-176,False,-562,False
782,-177,False,-563,False
783,-178,False,-562,True
784,-179,False,-563,False
785,-178,True,-564,False
786,-179,False,-565,False
787,-180,False,-566,False
788,-181,False,-565,True
789,-182,False,-566,False
790,-183,False,-567,False
791,-184,False,-568,False
792,-185,False,-569,False
793,-184,True,-570,False
794,-185,False,-571,False
795,-186,False,-572,False
796,-187,False,-573,False
797,-188,False,-572,True
798,-189,False,-573,False
799,-190,False,-574,False
800,-191,False,-575,False
801,-192,False,-574,True
802,-193,False,-575,False
803,-194,False,-574,True
804,-193,True,-573,True
805,-192,True,-572,True
806,-193,False,-573,False
807,-194,False,-572,True
808,-193,True,-573,False
809,-194,False,-574,False
810,-195,False,-575,False
811,-194,True,-576,False
812,-195,False,-577,False
813,-196,False,-578,False
814,-195,True,-577,True
815,-196,False,-578,False
816,-197,False,-579,False
817,-196,True,-580,False
818,-197,False,-581,False
819,-198,False,-582,False
820,-197,True,-583,False
821,-198,False,-584,False
822,-197,True,-585,False
823,-198,False,-586,False
824,-197,True,-585,True
825,-198,False,-586,False
826,-199,False,-587,False
827,-200,False,-586,True
828,-201,False,-587,False
829,-202,False,-588,False
830,-201,True,-589,False
831,-200,True,-590,False
832,-201,False,-591,False
833,-202,False,-592,False
834,-201,True,-593,False
835,-202,False,-594,False
836,-201,True,-593,True
837,-202,False,-594,False
838,-203,False,-595,False
839,-204,False,-596,False
840,-203,True,-597,False
841,-204,False,-598,False
842,-205,False,-599,False
843,-206,False,-600,False
844,-207,False,-601,False
845,-208,False,-602,False
846,-209,False,-603,False
847,-210,False,-604,False
848,-211,False,-605,False
849,-212,False,-606,False
850,-213,False,-607,False
851,-212,True,-608,False
852,-213,False,-607,True
853,-214,False,-608,False
854,-215,False,-609,False
855,-216,False,-610,False
856,-217,False,-611,False
857,-218,False,-612,False
858,-219,False,-613,False
859,-220,False,-614,False
860,-221,False,-615,False
861,-222,False,-616,False
862,-223,False,-617,False
863,-224,False,-618,False
864,-225,False,-619,False
865,-226,False,-620,False
866,-225,True,-621,False
867,-226,False,-622,False
868,-227,False,-623,False
869,-228,False,-624,False
870,-229,False,-625,False
871,-228,True,-626,False
872,-229,False,-627,False
873,-228,True,-626,True
874,-227,True,-627,False
875,-228,False,-628,False
876,-227,True,-629,False
877,-228,False,-630,False
878,-229,False,-631,False
879,-230,False,-630,True
880,-231,False,-631,False
881,-232,False,-632,False
882,-233,False,-633,False
883,-234,False,-634,False
884,-233,True,-635,False
885,-232,True,-636,False
886,-231,True,-637,False
887,-232,False,-638,False
888,-233,False,-639,False
889,-234,False,-640,False
890,-233,True,-639,True
891,-232,True,-640,False
892,-231,True,-641,False
893,-232,False,-640,True
894,-233,False,-641,False
895,-234,False,-642,False
896,-235,False,-643,False
897,-236,False,-644,False
898,-237,False,-645,False
899,-238,False,-646,False
900,-239,False,-647,False
901,-240,False,-648,False
902,-241,False,-649,False
903,-242,False,-650,False
904,-243,False,-651,False
905,-244,False,-652,False
906,-245,False,-653,False
907,-244,True,-654,False
908,-245,False,-655,False
909,-244,True,-656,False
910,-243,True,-657,False
911,-244,False,-658,False
912,-245,False,-659,False
913,-246,False,-660,False
914,-245,True,-661,False
915,-246,False,-662,False
916,-247,False,-663,False
917,-248,False,-662,True
918,-249,False,-663,False
919,-250,False,-664,False
920,-249,True,-665,False
921,-250,False,-666,False
922,-251,False,-667,False
923,-252,False,-668,False
924,-253,False,-669,False
925,-252,True,-670,False
926,-253,False,-671,False
927,-252,True,-672,False
928,-253,False,-673,False
929,-252,True,-674,False
930,-253,False,-675,False
931,-254,False,-676,False
932,-253,True,-677,False
933,-254,False,-678,False
934,-255,False,-679,False
935,-256,False,-680,False
936,-255,True,-681,False
937,-256,False,-682,False
938,-257,False,-683,False
939,-258,False,-684,False
940,-259,False,-685,False
941,-260,False,-686,False
942,-261,False,-687,False
943,-262,False,-688,False
944,-263,False,-689,False
945,-262,True,-690,False
946,-263,False,-691,False
947,-264,False,-692,False
948,-265,False,-693,False
949,-264,True,-694,False
950,-263,True,-695,False
951,-264,False,-696,False
952,-263,True,-697,False
953,-262,True,-698,False
954,-263,False,-699,False
955,-262,True,-700,False
956,-263,False,-701,False
957,-264,False,-702,False
958,-265,False,-703,False
959,-264,True,-704,False
960,-265,False,-705,False
961,-266,False,-706,False
962,-265,True,-707,False
963,-266,False,-708,False
964,-267,False,-709,False
965,-268,False,-710,False
966,-267,True,-711,False
967,-268,False,-712,False
968,-269,False,-713,False
969,-268,True,-714,False
970,-269,False,-715,False
971,-270,False,-716,False
972,-269,True,-717,False
973,-270,False,-718,False
974,-269,True,-719,False
975,-270,False,-720,False
976,-271,False,-721,False
977,-272,False,-722,False
978,-273,False,-723,False
979,-274,False,-724,False
980,-275,False,-725,False
981,-276,False,-726,False
982,-277,False,-727,False
983,-278,False,-726,True
984,-279,False,-727,False
985,-280,False,-728,False
986,-281,False,-729,False
987,-282,False,-730,False
988,-281,True,-731,False
989,-282,False,-732,False
990,-283,False,-731,True
991,-284,False,-732,False
992,-283,True,-733,False
993,-284,False,-734,False
994,-283,True,-735,False
995,-284,False,-736,False
996,-283,True,-737,False
997,-282,True,-738,False
998,-283,False,-739,False
999,-284,False,-738,True
1000,-285,False,-739,False
1001,-286,False,-740,False
1002,-287,False,-741,False
1003,-288,False,-742,False
1004,-287,True,-743,False
1005,-288,False,-744,False
1006,-289,False,-745,False
1007,-290,False,-746,False
1008,-289,True,-747,False
1009,-288,True,-748,False
1010,-289,False,-749,False
1011,-290,False,-750,False
1012,-291,False,-749,True
1013,-290,True,-750,False
1014,-289,True,-751,False
1015,-290,False,-752,False
1016,-291,False,-751,True
1017,-292,False,-750,True
1018,-293,False,-751,False
1019,-292,True,-750,True
1020,-293,False,-751,False
1021,-294,False,-752,False
1022,-295,False,-753,False
1023,-294,True,-754,False
1024,-295,False,-755,False
1025,-294,True,-756,False
1026,-293,True,-755,True
1027,-294,False,-756,False
1028,-293,True,-757,False
1029,-292,True,-758,False
1030,-293,False,-759,False
1031,-294,False,-758,True
1032,-295,False,-759,False
1033,-296,False,-760,False
1034,-297,False,-761,False
1035,-298,False,-762,False
1036,-299,False,-763,False
1037,-300,False,-764,False
1038,-301,False,-765,False
1039,-302,False,-766,False
1040,-303,False,-767,False
1041,-304,False,-766,True
1042,-303,True,-767,False
1043,-302,True,-768,False
1044,-301,True,-769,False
1045,-302,False,-770,False
1046,-303,False,-771,False
1047,-302,True,-770,True
1048,-301,True,-771,False
1049,-302,False,-772,False
1050,-303,False,-773,False
1051,-304,False,-774,False
1052,-305,False,-775,False
1053,-306,False,-776,False
1054,-307,False,-777,False
1055,-308,False,-778,False
1056,-309,False,-779,False
1057,-308,True,-780,False
1058,-309,False,-781,False
1059,-310,False,-782,False
1060,-309,True,-783,False
1061,-310,False,-784,False
1062,-311,False,-785,False
1063,-312,False,-786,False
1064,-311,True,-787,False
1065,-312,False,-788,False
1066,-311,True,-789,False
1067,-312,False,-790,False
1068,-313,False,-791,False
1069,-314,False,-792,False
1070,-315,False,-793,False
1071,-316,False,-794,False
1072,-317,False,-795,False
1073,-318,False,-796,False
1074,-319,False,-797,False
1075,-320,False,-798,False
1076,-319,True,-799,False
1077,-320,False,-800,False
1078,-319,True,-801,False
1079,-320,False,-802,False
1080,-321,False,-803,False
1081,-320,True,-804,False
1082,-321,False,-805,False
1083,-322,False,-806,False
1084,-323,False,-807,False
1085,-324,False,-808,False
1086,-323,True,-809,False
1087,-324,False,-808,True
1088,-323,True,-809,False
1089,-324,False,-810,False
1090,-323,True,-811,False
1091,-322,True,-812,False
1092,-321,True,-813,False
1093,-322,False,-814,False
1094,-323,False,-815,False
1095,-324,False,-816,False
1096,-325,False,-817,False
1097,-326,False,-818,False
1098,-327,False,-819,False
1099,-328,False,-820,False
1100,-329,False,-821,False
1101,-330,False,-822,False
1102,-329,True,-823,False
1103,-330,False,-824,False
1104,-331,False,-825,False
1105,-332,False,-824,True
1106,-333,False,-825,False
1107,-332,True,-826,False
1108,-333,False,-827,False
1109,-334,False,-828,False
1110,-335,False,-829,False
1111,-336,False,-830,False
1112,-337,False,-831,False
1113,-336,True,-832,False
1114,-337,False,-833,False
1115,-336,True,-834,False
1116,-337,False,-835,False
1117,-336,True,-836,False
1118,-335,True,-835,True
1119,-334,True,-836,False
1120,-335,False,-837,False
1121,-336,False,-838,False
1122,-337,False,-839,False
1123,-338,False,-840,False
1124,-339,False,-841,False
1125,-340,False,-842,False
1126,-341,False,-843,False
1127,-342,False,-844,False
1128,-341,True,-845,False
1129,-342,False,-846,False
1130,-343,False,-847,False
1131,-342,True,-848,False
1132,-343,False,-849,False
1133,-342,True,-850,False
1134,-343,False,-851,False
1135,-344,False,-852,False
1136,-345,False,-853,False
1137,-346,False,-854,False
1138,-347,False,-855,False
1139,-348,False,-854,True
1140,-349,False,-855,False
1141,-348,True,-856,False
1142,-347,True,-857,False
1143,-346,True,-858,False
1144,-347,False,-859,False
1145,-348,False,-860,False
1146,-349,False,-861,False
1147,-348,True,-862,False
1148,-349,False,-863,False
1149,-350,False,-864,False
1150,-351,False,-865,False
1151,-352,False,-866,False
1152,-353,False,-867,False
1153,-354,False,-868,False
1154,-355,False,-869,False
1155,-356,False,-870,False
1156,-357,False,-871,False
1157,-358,False,-872,False
1158,-359,False,-873,False
1159,-360,False,-872,True
1160,-359,True,-873,False
1161,-358,True,-874,False
1162,-357,True,-875,False
1163,-358,False,-876,False
1164,-359,False,-877,False
1165,-360,False,-878,False
1166,-361,False,-879,False
1167,-362,False,-880,False
1168,-363,False,-879,True
1169,-364,False,-880,False
1170,-365,False,-881,False
1171,-364,True,-882,False
1172,-365,False,-883,False
1173,-364,True,-884,False
1174,-363,True,-885,False
1175,-362,True,-886,False
1176,-361,True,-887,False
1177,-362,False,-888,False
1178,-363,False,-889,False
